鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段１３６號七樓,30.57,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1071107,土地2建物1車位3,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100520,416.35,3,2,3,有,無,109800000,332823,坡道平面,115.89,9800000,預售屋、或土地及建物分件登記案件；,RPROMLSKJIGGFAA37DA,180.09,7.76,20.18,有,
文山區,房地(土地+建物)+車位,臺北市文山區政大二街１１５號十二樓,67.77,都市：其他:第二種住宅區。,,,1101102,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850815,169.57999999999998,5,2,2,有,有,22500000,132681,坡道機械,0.0,0,陽台外推；夾層；其他增建；,RPXNMLNLJIGGFAA47DA,107.06,5.24,11.42,有,
文山區,車位,辛亥路四段２０９巷１０號二樓,0.68,都市：其他:第三種住宅區。,,,1101104,土地1建物1車位1,二層,二十六層,其他,集合住宅,鋼筋混凝土造,1090430,33.07,0,0,0,有,有,2580000,,坡道平面,33.07,2580000,僅車位交易；,RPTOMLNLJIGGFAA17DA,0.0,0.0,0.0,有,065
中正區,房地(土地+建物)+車位,臺北市中正區汀州路三段６０巷２弄６號十樓之１,36.29,都市：其他:第三種住宅區。,,,1101107,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891031,155.35,3,2,2,有,有,38500000,247827,坡道平面,0.0,0,其他增建；,RPQOMLMLJIGGFAA76DA,69.38,3.08,10.11,有,066
文山區,房地(土地+建物),臺北市文山區和興路１０號五樓,27.66,都市：其他:第三種住宅區。,,,1101101,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691015,100.53,3,2,1,有,無,10300000,102457,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；頂樓加蓋；,RPPNMLNLJIGGFAA66DA,87.1,0.0,13.43,無,067
文山區,車位,臺北市文山區秀明路一段２０１號,4.75,都市：其他:第三種住宅區。,,,1101101,土地1建物1車位4,一層,十二層,其他,一般事務所,鋼筋混凝土造,0970512,71.68,0,0,0,有,有,6000000,,坡道機械,70.44,6000000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPQNMLLKJIGGFAA09DA,0.0,0.0,0.0,有,
文山區,房地(土地+建物),臺北市文山區指南路三段２６號八樓之１,11.48,都市：其他:第三種住宅區。,,,1101108,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970508,43.01,1,0,1,有,有,8100000,188328,,0.0,0,,RPOPMLOLJIGGFAA86DA,24.69,0.0,3.51,有,
文山區,房地(土地+建物),臺北市文山區辛亥路五段３３號四樓,43.63,都市：其他:第三種住宅區。,,,1101023,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740709,110.19,3,2,2,有,無,13000000,117978,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSPMLOLJIGGFAA27DA,95.01,0.0,15.18,無,
文山區,房地(土地+建物)+車位,臺北市文山區試院路１巷６號十樓,56.92,都市：其他:第三種住宅區。,,,1101105,土地2建物1車位2,十層，十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,353.07000000000005,0,0,0,無,有,49500000,151889,升降平面,57.46,4600000,毛胚屋；,RPQPMLQJKIGGFAA17DA,170.06,11.15,18.34,有,068
文山區,房地(土地+建物)+車位,臺北市文山區景興路１９３號十六樓之４,12.61,都市：其他:第三種商業區。,,,1101003,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0831210,178.95,3,2,2,有,有,30300000,169321,坡道平面,0.0,0,陽台外推；其他增建；,RPTOMLQKJIGGFAA37DA,133.85,3.81,11.72,有,
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段２０３號八樓之４,3.71,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101104,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0940601,44.629999999999995,0,1,1,有,有,10500000,254431,升降機械,9.65,1600000,陽台外推；,RPRNMLNKKIGGFAA86DA,23.38,0.0,0.7,有,
中正區,房地(土地+建物)+車位,臺北市中正區汀州路三段６７號九樓,16.15,都市：其他:第三之二種住宅區。,,,1101102,土地2建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071122,145.25,0,0,0,無,有,36600000,318997,坡道平面,39.92,3000000,,RPPNMLMKKIGGFAA56DA,56.49,7.55,6.11,有,
中正區,房地(土地+建物)+車位,臺北市中正區汀州路三段６３號七樓,16.08,都市：其他:第三之二種住宅區。,,,1101112,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071122,143.74,0,0,0,無,有,36300000,320747,坡道平面,39.92,3000000,,RPRNMLMKKIGGFAA76DA,56.73,6.61,5.6,有,
中正區,房地(土地+建物),臺北市中正區水源路２３號十樓,18.8,都市：其他:第三種住宅區。,,,1101104,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731117,108.82000000000001,3,2,2,有,有,19000000,174600,,0.0,0,,RPPNMLNKKIGGFAA66DA,76.82,0.0,8.58,有,
大同區,土地,迪化段一小段333地號,0.81,都市：其他:第三種商業區。,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,737344,0,,0.0,0,,RPROMLLJKIGGFBA76DA,0.0,0.0,0.0,無,069
大同區,土地,迪化段一小段333地號,3.25,都市：其他:第三種商業區。,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2949375,907500,,0.0,0,,SPROMLLJKIGGFBA86DA,0.0,0.0,0.0,無,069
大同區,土地,迪化段一小段333地號,0.81,都市：其他:第三種商業區。,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,737344,0,,0.0,0,,TPROMLLJKIGGFBA96DA,0.0,0.0,0.0,無,069
萬華區,房地(土地+建物),臺北市萬華區康定路１０３號十二樓之２,5.35,都市：其他:第四種商業區。,,,1101107,土地1建物1車位0,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,79.13,2,2,1,有,有,16310000,206090,,0.0,0,,RPWNMLTLJIGGFBA08DA,45.98,0.0,6.28,有,072
萬華區,房地(土地+建物),臺北市萬華區大理街１３０巷２弄７號三樓,20.75,都市：其他:特定專用區(一)。,,,1101006,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0621226,72.2,2,2,1,有,無,7600000,105263,,0.0,0,,RPVPMLTJKIGGFBA08DA,68.42,0.0,3.78,無,
萬華區,房地(土地+建物),臺北市萬華區中華路二段５０４巷３５號六樓,16.78,都市：其他:第三種住宅區。,,,1101111,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680403,59.84,2,1,1,有,有,11000000,183824,,0.0,0,,RPUOMLKKKIGGFBA07DA,52.57,0.0,7.27,有,
大同區,房地(土地+建物),臺北市大同區保安街７２巷３號五樓之１,6.15,都市：其他:第三種商業區。,,,1101204,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970612,31.05,1,1,1,有,有,7000000,225443,,0.0,0,買賣雙方約定，賣方負擔本契約所生之所有稅費。含買方依法應負擔之稅費,RPTOMLNKKIGGFBA27DA,15.44,0.0,4.72,有,
大同區,房地(土地+建物),臺北市大同區延平北路一段５１號八樓之３７,2.93,都市：其他:第三種商業區。,,,1101122,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700223,24.47,0,0,0,無,有,4000000,163465,,0.0,0,,RPUOMLNKKIGGFBA37DA,18.13,0.0,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段７７巷８號,6.71,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101031,土地1建物1車位1,一層，騎樓,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0901112,95.93,0,1,1,有,有,22560000,235171,坡道機械,0.0,0,,RPRPMLTKJIGGFCA77DA,56.98,0.0,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段６８巷８號七樓之８,10.62,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101009,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050602,124.83000000000001,2,1,1,有,有,24600000,197068,坡道平面,45.39,0,,RPTOMLOLJIGGFCA47DA,43.63,3.05,4.72,有,073
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄９號九樓之３,23.42,都市：其他:第三種住宅區。,,,1101114,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090424,161.45,3,2,2,有,有,27100000,167854,坡道平面,35.06,0,,RPWTMLKMJIGGFCA97DA,82.48,0.81,8.86,有,
中山區,房地(土地+建物)+車位,臺北市中山區雙城街２５巷３號十一樓,14.79,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101111,土地1建物1車位2,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041221,177.26999999999998,3,2,2,有,有,40300000,227337,坡道機械,41.72,0,,RPWPMLKMJIGGFCA57DA,75.89,6.64,12.53,有,074
中山區,房地(土地+建物),臺北市中山區林森北路１０７巷４３號三樓之３,5.8,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。,,,1101113,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810130,33.76,1,1,1,有,有,5800000,171801,,0.0,0,陽台外推；其他增建；,RPTPMLOLJIGGFCA57DA,24.24,0.57,3.44,有,075
內湖區,房地(土地+建物),臺北市內湖區民權東路六段２８０巷３１號地下一層之９,10.75,住,,,1101118,土地1建物1車位0,地下一層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0860812,40.17,1,1,1,有,有,5300000,131939,,0.0,0,夾層；其他增建；,RPRPMLLJKIGGFCA96DA,31.46,0.0,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段１０３巷５２號二樓,7.55,都市：其他:第二種住宅區。,,,1101109,土地2建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711126,52.72,4,3,3,有,有,11000000,208649,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSPMLQJKIGGFCA57DA,40.31,0.0,5.66,有,076
內湖區,土地,碧湖段二小段11地號,0.57,住,,,1101109,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLMJKIGGFCA86DA,0.0,0.0,0.0,無,077
中山區,房地(土地+建物),臺北市中山區農安街２０號十一樓之１０,6.04,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100828,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0931117,48.0,0,2,1,有,有,15100000,314583,,0.0,0,夾層；其他增建；,RPSOMLNJKIGGFCA17DA,28.27,0.0,3.16,有,078
中山區,房地(土地+建物),臺北市中山區林森北路１２１號三樓之７,2.74,商,,,1101107,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971215,33.129999999999995,1,1,1,有,有,7480000,225777,,0.0,0,夾層；其他增建；,RPUPMLNJKIGGFCA47DA,20.86,1.88,0.0,有,079
中山區,房地(土地+建物),臺北市中山區新生北路三段１９巷５７號二樓,48.5,住,,,1101016,土地1建物1車位0,二層,二層,公寓(5樓含以下無電梯),,加強磚造,,72.15,1,2,1,有,無,13980000,193763,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；頂樓加蓋；,RPPNMLSJKIGGFCA27DA,72.15,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區新生北路三段１號七樓之２２,3.09,商,,,1101112,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700122,29.68,1,0,1,有,有,5200000,175202,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLQJKIGGFCA67DA,21.29,0.0,0.0,有,080
中山區,房地(土地+建物),臺北市中山區中山北路二段６２巷３５號五樓,6.16,商,,,1101111,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070726,36.55,1,1,1,有,無,10280000,281259,,0.0,0,,RPVQMLRJKIGGFCA08DA,17.96,3.15,0.0,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街７２巷７號,19.45,都市：其他:第三種住宅區。,,,1101123,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,117.00999999999999,4,2,2,有,有,21000000,220474,坡道平面,33.11,2500000,,RPROMLKKKIGGFCA86DA,50.03,2.06,9.53,有,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段２１９巷９號二樓,31.43,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100917,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740921,113.96000000000001,4,2,2,有,無,16680000,146367,,0.0,0,,RPRQMLKKKIGGFCA07DA,93.15,0.0,11.41,無,
中山區,房地(土地+建物),臺北市中山區中山北路二段６５巷２弄５８號四樓之６,7.39,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101122,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970114,41.31,1,1,1,有,有,9300000,225127,,0.0,0,夾層；,RPSNMLNKKIGGFCA17DA,22.48,0.0,4.31,有,081
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路３３３巷８０號六樓,66.36,都市：其他:住宅區。,,,1100907,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991116,355.68,4,2,2,有,有,64000000,179937,坡道平面,86.55,0,,RPWNMLNKKIGGFCA57DA,149.25,14.79,16.59,有,
中山區,房地(土地+建物),臺北市中山區林森北路６２７號八樓,7.08,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101016,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0800914,53.870000000000005,2,1,1,有,有,10700000,198626,,0.0,0,陽台外推；,RPROMLNKKIGGFCA17DA,31.19,0.0,8.16,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段１０３巷１１５號十一樓,13.31,都市：其他:第三種住宅區。,,,1100909,土地2建物1車位0,十一層，十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720331,124.53999999999999,3,2,2,有,有,20000000,160591,,0.0,0,陽台外推；,RPSOMLNKKIGGFCA27DA,102.54,0.0,4.81,有,
中山區,房地(土地+建物)+車位,臺北市中山區吉林路９３號四樓,13.44,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)。,,,1101112,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041014,96.56,2,1,1,有,有,18300000,189519,坡道機械,0.0,2500000,陽台外推；夾層；,RPVOMLNKKIGGFCA57DA,47.3,3.24,3.6,有,082
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄５號四樓,27.76,都市：其他:第三種住宅區。,,,1101029,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090424,165.95,4,2,2,有,有,28000000,168726,坡道機械,0.0,0,,RPPPMLOKKIGGFCA17DA,99.12,0.63,9.27,有,
信義區,房地(土地+建物)+車位,臺北市信義區松智路２２號四樓,121.18,都市：其他:住宅區(信義計畫特定專用區)。,,,1101109,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910903,458.94,4,2,5,有,有,110000000,239683,坡道平面,89.36,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLTJJIGGFDA67DA,220.36,0.68,28.73,有,
南港區,房地(土地+建物)+車位,臺北市南港區興中路２８巷６號四樓,10.64,都市：其他:第三種商業區。,,,1101110,土地1建物1車位1,四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011001,168.76,3,2,2,有,有,29500000,174804,坡道平面,36.33,0,,RPUNMLPLJIGGFDA67DA,67.6,10.94,7.3,有,083
南港區,房地(土地+建物)+車位,臺北市南港區松河街７７０號三樓,28.73,都市：其他:住宅區(供住宅使用)。,,,1101122,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981207,123.38,2,2,1,有,有,23200000,188037,坡道平面,18.19,0,陽台外推；其他增建；,RPWQMLTLJIGGFDA58DA,52.06,6.65,6.67,有,084
信義區,房地(土地+建物),臺北市信義區松山路４８２巷３６號十樓,12.89,都市：其他:第三種住宅區。,,,1101031,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740723,112.57000000000001,3,2,2,有,有,26800000,238074,,0.0,0,陽台外推；其他增建；,RPTNMLKMJIGGFDA17DA,84.15,0.0,9.83,有,
信義區,房地(土地+建物)+車位,臺北市信義區松山路４２１號十六樓之２,11.55,都市：其他:第三種住宅區。,,,1101116,土地1建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0820514,180.46,2,1,3,有,有,35280000,223877,坡道平面,34.04,2500000,陽台外推；,RPUNMLKKKIGGFDA17DA,132.73,0.0,15.79,有,
松山區,房地(土地+建物),臺北市松山區民生東路五段３６巷８弄２２號四樓,67.25,都市：其他:住宅用地(民生社區特定專用區)。,,,1101111,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580527,119.55,2,2,1,有,無,31000000,259306,,0.0,0,,RPSNMLNKKIGGFDA27DA,119.55,0.0,0.0,無,
